OBJECTID,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN
16533,16,19,17,6
16534,5,24,88,88
16535,14,26,88,88
16536,18,55,19,20
16537,23,52,0,36
16538,4,16,5,59
16539,19,32,20,0
16540,0,42,88,88
16541,12,43,13,46
16542,12,54,13,48
16543,10,16,10,44
16544,2,56,3,7
16545,17,13,88,88
16546,19,42,20,21
16547,21,21,21,50
16548,14,5,14,33
16549,19,19,19,47
16550,22,45,23,29
16551,15,5,16,0
16552,1,43,88,88
16553,2,16,88,88
16554,20,45,21,0
16555,8,36,88,88
16556,19,59,88,88
16557,23,54,0,10
16558,16,20,17,33
16559,4,25,88,88
16560,13,51,13,58
16561,14,48,14,58
16562,22,30,1,20
16563,20,11,20,50
16564,21,43,88,88
16565,21,20,23,0
16566,7,28,7,46
16567,12,53,88,88
16568,14,27,88,88
16569,15,28,88,88
16570,18,43,88,88
16571,4,21,88,88
16572,0,0,88,88
16573,21,35,88,88
16574,13,42,88,88
16575,18,34,18,50
16576,18,28,88,88
16577,8,29,88,88
16578,13,53,14,30
16579,17,52,18,26
16580,13,5,88,88
16581,22,9,22,56
16582,8,23,8,39
16583,14,44,99,99
16584,11,37,11,51
16585,16,24,88,88
16586,5,57,6,7
16587,18,50,19,4
16588,3,0,88,88
16589,8,26,9,2
16590,2,7,88,88
16591,8,16,88,88
16592,7,3,88,88
16593,18,35,88,88
16594,20,40,88,88
16595,0,32,88,88
16596,14,28,17,12
16597,4,10,4,39
16598,13,9,13,24
16599,7,18,88,88
16600,21,50,88,88
16601,16,3,88,88
16602,11,48,88,88
16603,11,10,88,88
16604,14,34,15,4
16605,18,2,88,88
16606,15,8,16,14
16607,0,19,1,0
16608,9,57,10,58
16609,16,52,17,13
16610,8,45,88,88
16611,1,30,1,49
16612,12,31,13,17
16613,17,16,17,57
16614,18,24,18,37
16615,23,20,23,45
16616,11,47,12,49
16617,12,57,13,18
16618,4,56,5,45
16619,12,13,88,88
16620,23,3,23,41
16621,16,20,16,35
16622,14,52,15,13
16623,14,39,88,88
16624,19,50,20,24
16625,3,15,3,39
16626,18,2,18,17
16627,12,24,12,57
16628,6,30,88,88
16629,8,19,9,44
16630,2,21,88,88
16631,12,41,88,88
16632,4,27,88,88
16633,2,10,88,88
16634,2,37,3,5
16635,12,22,12,59
16636,0,0,0,0
16637,0,0,88,88
16638,18,16,88,88
16639,18,14,19,37
16640,15,56,16,52
16641,0,0,20,45
16642,22,12,23,10
16643,11,11,0,0
16644,18,10,88,88
16645,22,55,88,88
16646,1,30,1,56
16647,21,10,88,88
16648,8,14,88,88
16649,23,6,88,88
16650,3,33,4,18
16651,13,43,88,88
16652,20,5,20,27
16653,14,1,88,88
16654,0,33,0,33
16655,21,5,88,88
16656,11,12,11,46
16657,14,18,88,88
16658,18,17,88,88
16659,13,31,88,88
16660,11,32,11,32
16661,8,2,88,88
16662,17,16,88,88
16663,19,57,20,41
16664,8,56,88,88
16665,10,36,10,58
16666,17,20,17,58
16667,7,15,8,6
16668,16,48,0,0
16669,19,36,20,8
16670,7,24,7,58
16671,8,55,9,31
16672,0,0,0,0
16673,12,59,13,16
16674,0,50,1,17
16675,17,27,88,88
16676,22,55,23,5
16677,19,23,19,45
16678,8,19,8,19
16679,14,6,88,88
16680,7,46,88,88
16681,14,1,14,9
16682,20,25,88,88
16683,15,57,16,10
16684,16,1,88,88
16685,13,18,13,34
16686,17,37,17,53
16687,9,26,10,15
16688,99,99,88,88
16689,18,50,19,44
16690,6,52,7,28
16691,7,41,7,53
16692,14,26,14,52
16693,6,17,8,2
16694,10,48,88,88
16695,22,45,23,0
16696,4,7,88,88
16697,13,32,14,6
16698,14,24,14,55
16699,20,2,20,21
16700,9,29,9,46
16701,16,56,17,13
16702,16,46,17,9
16703,19,13,88,88
16704,11,40,12,35
16705,22,26,88,88
16706,0,0,88,88
16707,11,11,88,88
16708,13,17,13,39
16709,16,26,16,48
16710,19,49,88,88
16711,12,56,88,88
16712,9,45,10,6
16713,0,15,0,30
16714,1,47,88,88
16715,20,12,20,16
16716,17,56,18,25
16717,20,12,20,41
16718,6,15,6,25
16719,21,1,88,88
16720,15,38,16,57
16721,12,19,88,88
16722,16,40,17,21
16723,20,45,21,20
16724,1,44,2,3
16725,20,13,88,88
16726,1,5,88,88
16727,8,29,8,45
16728,4,21,88,88
16729,14,7,88,88
16730,22,37,88,88
16731,9,24,88,88
16732,20,50,88,88
16733,7,15,8,1
16734,21,55,22,5
16735,21,20,88,88
16736,6,8,6,52
16737,15,30,16,0
16738,22,45,23,1
16739,15,14,15,48
16740,15,53,16,10
16741,0,51,88,88
16742,20,26,20,47
16743,3,3,3,29
16744,20,0,20,15
16745,19,39,20,18
16746,17,40,18,0
16747,2,49,3,0
16748,20,36,0,0
16749,6,5,6,28
16750,5,36,6,55
16751,14,12,15,24
16752,3,0,3,46
16753,5,50,88,88
16754,20,40,21,4
16755,14,55,15,30
16756,15,58,88,88
16757,9,5,9,43
16758,14,18,14,41
16759,16,58,17,19
16760,19,54,88,88
16761,17,49,88,88
16762,23,26,23,39
16763,20,48,21,28
16764,11,34,12,6
16765,18,30,18,59
16766,16,20,16,53
16767,13,10,88,88
16768,17,10,18,18
16769,20,38,21,41
16770,18,50,19,30
16771,21,21,21,11
16772,20,18,20,25
16773,2,39,3,7
16774,17,26,88,88
16775,16,2,88,88
16776,0,31,88,88
16777,18,13,88,88
16778,17,42,88,88
16779,21,23,88,88
16780,22,41,23,4
16781,23,27,88,88
16782,7,1,7,39
16783,10,49,11,54
16784,16,53,17,7
16785,21,35,22,20
16786,21,44,22,59
16787,4,10,88,88
16788,9,48,10,1
16789,16,22,16,42
16790,8,49,9,19
16791,21,2,21,19
16792,22,31,23,10
16793,12,5,12,39
16794,19,25,19,46
16795,10,49,88,88
16796,18,55,19,13
16797,5,38,88,88
16798,22,59,0,9
16799,20,55,88,88
16800,23,41,88,88
16801,19,50,20,11
16802,9,6,88,88
16803,14,3,14,44
16804,17,7,17,45
16805,23,37,2,3
16806,21,42,88,88
16807,12,21,12,41
16808,8,43,10,0
16809,16,17,16,42
16810,15,39,16,0
16811,20,11,21,8
16812,16,47,18,2
16813,21,45,22,30
16814,19,16,88,88
16815,6,59,8,16
16816,9,31,88,88
16817,16,51,17,15
16818,18,55,19,49
16819,1,23,88,88
16820,13,34,14,12
16821,22,0,22,34
16822,15,45,16,16
16823,8,8,8,40
16824,16,48,88,88
16825,1,11,88,88
16826,14,42,14,58
16827,13,55,88,88
16828,14,21,14,56
16829,0,0,0,0
16830,17,56,18,42
16831,23,59,1,2
16832,18,10,88,88
16833,12,10,12,42
16834,19,4,19,24
16835,6,51,88,88
16836,4,15,4,52
16837,7,52,8,46
16838,16,54,88,88
16839,6,35,7,1
16840,10,24,10,47
16841,18,13,88,88
16842,19,38,23,4
16843,13,50,14,5
16844,9,30,88,88
16845,15,38,88,88
16846,12,55,13,3
16847,4,23,4,57
16848,17,2,17,42
16849,17,58,88,88
16850,18,40,88,88
16851,4,9,4,9
16852,18,43,88,88
16853,18,7,18,7
16854,0,0,0,0
16855,19,48,20,26
16856,22,56,0,10
16857,0,0,0,0
16858,12,53,13,16
16859,2,35,3,2
16860,18,9,18,56
16861,15,9,15,49
16862,0,3,88,88
16863,16,54,17,25
16864,18,31,18,47
16865,8,37,9,14
16866,13,22,88,88
16867,7,47,8,4
16868,18,1,88,88
16869,21,35,88,88
16870,3,25,4,25
16871,19,18,88,88
16872,15,14,15,55
16873,19,23,88,88
16874,22,17,22,26
16875,8,0,8,56
16876,7,49,8,16
16877,22,8,22,25
16878,4,53,88,88
16879,88,88,88,88
16880,1,19,1,43
16881,16,8,88,88
16882,7,57,8,26
16883,11,18,12,45
16884,20,6,88,88
16885,6,47,7,14
16886,99,99,99,99
16887,15,40,15,57
16888,13,59,14,9
16889,13,4,13,24
16890,10,20,11,5
16891,9,22,11,8
16892,22,8,22,26
16893,16,12,88,88
16894,6,31,6,51
16895,99,99,99,99
16896,19,17,99,99
16897,14,37,15,30
16898,19,47,88,88
16899,7,55,8,38
16900,99,99,99,99
16901,7,30,7,53
16902,7,35,8,45
16903,99,99,88,88
16904,99,99,99,99
16905,0,50,1,7
16906,20,9,20,56
16907,17,4,88,88
16908,3,48,4,20
16909,99,99,88,88
16910,19,51,20,34
16911,18,11,88,88
16912,19,53,20,18
16913,12,40,13,0
16914,17,41,88,88
16915,99,98,88,88
16916,99,98,88,88
16917,21,35,22,2
16918,18,36,19,11
16919,18,30,19,8
16920,18,14,18,42
16921,3,37,3,58
16922,18,18,18,41
16923,6,8,6,57
16924,99,98,88,88
16925,2,18,3,0
16926,13,58,15,7
16927,7,54,8,5
16928,19,8,88,88
16929,19,39,20,0
16930,6,2,88,88
16931,12,58,13,31
16932,14,56,99,99
16933,19,1,88,88
16934,99,98,88,88
16935,17,42,18,2
16936,4,12,5,33
16937,99,99,99,99
16938,16,20,16,59
16939,20,21,88,88
16940,16,57,17,33
16941,21,42,22,47
16942,21,57,22,46
16943,20,25,88,88
16944,6,35,88,88
16945,20,9,88,88
16946,6,40,7,9
16947,1,41,2,43
16948,22,30,22,45
16949,21,57,88,88
16950,3,24,3,56
16951,16,41,18,24
16952,19,9,88,88
16953,99,98,88,88
16954,23,39,88,88
16955,0,29,88,88
16956,2,10,88,88
16957,15,6,15,29
16958,16,39,16,59
16959,99,98,88,88
16960,20,11,88,88
16961,21,52,88,88
16962,1,49,3,10
16963,99,98,88,88
16964,0,36,88,88
16965,19,57,20,30
16966,99,98,88,88
16967,9,29,9,50
16968,22,33,23,9
16969,4,16,5,15
16970,99,98,88,88
16971,9,0,9,23
16972,18,57,19,18
16973,6,26,7,4
16974,5,42,88,88
16975,21,27,22,15
16976,3,25,4,4
16977,20,19,20,48
16978,99,98,88,88
16979,0,37,88,88
16980,99,98,88,88
16981,99,98,88,88
16982,20,17,20,53
16983,7,23,8,5
16984,7,28,7,43
16985,7,55,8,15
16986,6,0,88,88
16987,7,46,8,11
16988,20,57,88,88
16989,21,3,23,14
16990,8,37,9,28
16991,18,48,88,88
16992,2,54,88,88
16993,0,44,88,88
16994,2,54,88,88
16995,3,24,3,38
16996,15,53,16,11
16997,18,42,19,15
16998,23,6,23,34
16999,23,39,23,57
17000,19,20,20,55
17001,20,8,88,88
17002,15,54,16,31
17003,6,54,7,21
17004,23,40,23,45
17005,99,98,88,88
17006,21,9,22,11
17007,3,13,88,88
17008,13,8,13,26
17009,23,58,88,88
17010,12,53,88,88
17011,5,42,88,88
17012,15,12,15,53
17013,20,44,88,88
17014,19,23,19,43
17015,4,15,88,88
17016,1,16,88,88
17017,22,26,22,43
17018,99,98,88,88
17019,19,26,88,88
17020,88,88,88,88
17021,13,17,14,6
17022,0,14,88,88
17023,99,98,88,88
17024,1,38,2,20
17025,18,20,88,88
17026,20,0,88,88
17027,21,39,22,3
17028,10,5,10,42
17029,17,58,88,88
17030,1,13,1,28
17031,10,51,11,33
17032,0,23,0,48
17033,16,15,17,0
17034,14,32,14,45
17035,12,18,12,58
17036,22,20,22,58
17037,17,5,18,12
17038,23,28,23,47
17039,14,3,14,22
17040,16,19,88,88
17041,10,54,12,2
17042,22,19,88,88
17043,22,33,23,50
17044,1,17,1,44
17045,99,99,99,99
17046,19,21,19,37
17047,16,54,17,11
17048,20,19,20,59
17049,17,48,99,99
17050,16,25,16,49
17051,13,35,14,2
17052,18,16,18,56
17053,99,99,99,99
17054,19,36,88,88
17055,17,11,99,99
17056,21,55,99,99
17057,4,12,88,88
17058,6,22,88,88
17059,20,35,21,25
17060,23,5,23,26
17061,99,98,88,88
17062,15,49,16,55
17063,20,22,99,99
17064,18,33,19,9
17065,2,56,4,23
17066,19,55,20,16
17067,23,42,0,12
17068,7,18,88,88
17069,11,34,88,88
17070,15,14,15,42
17071,8,26,9,30
17072,6,54,7,45
17073,19,27,88,88
17074,20,30,20,50
17075,1,51,88,88
17076,0,42,1,9
17077,9,20,88,88
17078,1,17,88,88
17079,20,17,88,88
17080,0,18,1,20
17081,1,29,88,88
17082,3,11,3,39
17083,22,3,88,88
17084,6,8,6,31
17085,13,13,14,18
17086,8,6,8,17
17087,0,10,88,88
17088,7,40,88,88
17089,22,57,23,36
17090,15,51,88,88
17091,5,29,88,88
17092,17,28,18,1
17093,5,45,88,88
17094,6,28,88,88
17095,17,41,99,99
17096,99,99,88,88
17097,16,16,18,9
17098,13,34,14,19
17099,12,34,12,53
17100,99,98,88,88
17101,99,99,99,99
17102,11,35,12,28
17103,20,19,88,88
17104,23,25,0,12
17105,6,37,7,19
17106,16,41,17,21
17107,20,21,88,88
17108,99,98,88,88
17109,4,6,4,39
17110,4,27,5,45
17111,99,99,99,99
17112,20,45,21,11
17113,22,22,23,35
17114,1,43,88,88
17115,16,27,16,55
17116,99,99,99,99
17117,16,22,16,47
17118,23,58,88,88
17119,16,40,17,43
17120,99,99,88,88
17121,9,4,88,88
17122,23,15,0,18
17123,99,98,88,88
17124,23,48,88,88
17125,18,12,19,0
17126,19,45,20,13
17127,0,29,88,88
17128,7,34,8,5
17129,22,51,88,88
17130,22,45,23,30
17131,5,43,6,55
17132,20,58,99,99
17133,22,10,88,88
17134,1,21,88,88
17135,5,4,5,25
17136,17,15,88,88
17137,15,58,88,88
17138,21,28,88,88
17139,2,1,88,88
17140,12,46,88,88
17141,99,98,88,88
17142,0,5,0,27
17143,2,50,88,88
17144,20,50,21,18
17145,21,32,21,46
17146,12,24,14,1
17147,6,23,99,99
17148,9,39,10,21
17149,11,2,11,29
17150,21,5,21,30
17151,8,53,88,88
17152,17,26,17,48
17153,99,98,88,88
17154,20,46,21,1
17155,19,44,20,11
17156,16,36,17,45
17157,99,99,99,99
17158,99,98,88,88
17159,8,48,9,30
17160,20,23,20,57
17161,3,1,88,88
17162,10,56,11,24
17163,2,30,2,56
17164,0,48,88,88
17165,18,4,19,19
17166,17,54,18,41
17167,22,58,88,88
17168,0,11,0,32
17169,8,37,8,37
17170,21,51,99,99
17171,17,52,99,99
17172,21,8,21,39
17173,18,24,18,53
17174,4,51,5,25
17175,5,54,6,22
17176,5,41,88,88
17177,9,19,9,44
17178,21,25,88,88
17179,17,34,88,88
17180,13,28,14,13
17181,19,2,19,26
17182,20,9,21,11
17183,6,9,7,10
17184,5,16,88,88
17185,15,31,15,52
17186,10,9,10,36
17187,16,35,17,40
17188,22,11,88,88
17189,8,3,8,23
17190,2,59,88,88
17191,22,1,22,41
17192,16,19,88,88
17193,21,55,88,88
17194,2,54,88,88
17195,10,35,11,27
17196,6,55,7,35
17197,16,37,17,20
17198,99,99,20,47
17199,22,45,23,5
17200,0,33,88,88
17201,15,18,15,42
17202,8,25,88,88
17203,2,33,88,88
17204,9,24,10,19
17205,18,9,18,49
17206,1,4,88,88
17207,0,30,1,14
17208,2,37,88,88
17209,5,0,88,88
17210,4,50,99,99
17211,23,52,88,88
17212,99,98,88,88
17213,3,0,3,15
17214,99,98,88,88
17215,22,57,23,44
17216,10,55,88,88
17217,16,14,88,88
17218,99,99,99,99
17219,4,11,88,88
17220,10,13,88,88
17221,4,4,4,25
17222,99,99,88,88
17223,99,99,88,88
17224,22,29,22,58
17225,99,99,99,99
17226,21,3,21,16
17227,99,99,88,88
17228,22,19,23,19
17229,22,17,22,36
17230,22,48,88,88
17231,99,99,99,99
17232,88,88,88,88
17233,99,99,99,99
17234,22,55,88,88
17235,9,24,9,39
17236,18,34,18,57
17237,99,99,88,88
17238,2,33,88,88
17239,99,99,88,88
17240,23,39,0,5
17241,2,22,2,53
17242,22,40,88,88
17243,99,98,88,88
17244,99,99,88,88
17245,6,57,88,88
17246,0,50,1,30
17247,99,99,99,99
17248,99,99,99,99
17249,23,5,23,14
17250,20,1,20,17
17251,99,99,99,99
17252,18,28,19,42
17253,99,99,88,88
17254,99,98,88,88
17255,99,99,99,99
17256,19,11,19,58
17257,14,27,14,51
17258,3,11,3,36
17259,14,21,99,99
17260,16,54,88,88
17261,19,29,20,9
17262,13,99,14,99
17263,16,54,17,26
17264,1,1,1,18
17265,17,32,18,24
17266,21,25,88,88
17267,16,13,16,25
17268,17,25,17,40
17269,17,33,99,99
17270,6,30,6,52
17271,19,46,20,2
17272,3,15,4,8
17273,99,99,88,88
17274,4,36,4,58
17275,99,98,88,88
17276,1,3,88,88
17277,3,32,4,8
17278,21,43,21,46
17279,2,6,2,27
17280,0,58,1,44
17281,1,38,88,88
17282,99,99,99,99
17283,99,99,99,99
17284,99,99,99,99
17285,99,98,88,88
17286,99,99,99,99
17287,3,40,88,88
17288,99,99,99,99
17289,7,38,88,88
17290,0,51,88,88
17291,21,37,99,99
17292,99,99,88,88
17293,18,30,18,40
17294,17,43,88,88
17295,99,98,88,88
17296,99,99,99,99
17297,99,99,99,99
17298,99,99,88,88
17299,99,99,99,99
17300,99,99,99,99
17301,99,99,88,88
17302,12,4,88,88
17303,99,98,88,88
17304,1,59,2,48
17305,5,23,88,88
17306,3,15,88,88
17307,14,10,15,7
17308,11,20,88,88
17309,88,88,88,88
17310,12,12,13,34
17311,21,17,88,88
17312,99,99,99,99
17313,7,8,8,32
17314,99,98,88,88
17315,16,35,17,10
17316,99,98,88,88
17317,9,4,88,88
17318,14,44,15,14
17319,13,58,14,42
17320,21,8,21,56
17321,99,99,99,99
17322,99,99,88,88
17323,99,98,88,88
17324,99,98,88,88
17325,99,99,99,99
17326,19,2,20,32
17327,20,24,99,99
17328,99,98,88,88
17329,3,1,3,26
17330,21,5,88,88
17331,99,98,88,88
17332,2,39,2,49
17333,99,99,99,99
17334,99,98,88,88
17335,99,99,99,99
17336,99,98,88,88
17337,99,99,99,99
17338,99,99,88,88
17339,99,99,99,99
17340,99,99,99,99
17341,99,99,99,99
17342,99,98,88,88
17343,99,99,99,99
17344,99,99,88,88
17345,99,98,88,88
17346,99,99,99,99
17347,99,99,88,88
17348,99,99,99,99
17349,99,99,88,88
17350,99,98,88,88
17351,99,98,88,88
17352,99,99,99,99
17353,99,98,88,88
17354,99,99,99,99
17355,99,99,99,99
17356,99,99,88,88
17357,99,99,99,99
17358,99,99,99,99
17359,99,98,88,88
17360,99,99,99,99
17361,99,98,88,88
17362,99,99,99,99
17363,99,98,88,88
17364,99,99,99,99
17365,23,39,1,2
17366,12,8,13,0
17367,21,21,21,34
17368,5,32,6,20
17369,7,36,7,54
17370,99,99,88,88
17371,99,99,88,88
17372,9,36,9,53
17373,99,99,88,88
17374,17,50,18,30
17375,99,99,99,99
17376,99,99,88,88
17377,10,50,88,88
17378,99,99,99,99
17379,16,54,17,19
17380,7,0,88,88
17381,1,21,2,15
17382,17,15,88,88
17383,21,5,21,53
17384,12,18,99,99
17385,99,99,88,88
17386,99,99,99,99
17387,99,99,99,99
17388,99,99,99,99
17389,99,99,99,99
17390,23,37,88,88
17391,17,7,88,88
17392,99,99,99,99
17393,99,99,99,99
17394,1,20,88,88
17395,99,99,99,99
17396,99,99,88,88
17397,99,99,88,88
17398,99,99,88,88
17399,99,99,88,88
17400,6,11,88,88
17401,99,98,88,88
17402,20,12,21,27
17403,99,98,88,88
17404,99,99,99,99
17405,99,98,88,88
17406,19,44,20,23
17407,13,36,88,88
17408,4,31,4,58
17409,99,99,99,99
17410,99,98,88,88
17411,99,98,88,88
17412,15,13,88,88
17413,99,99,88,88
17414,99,99,88,88
17415,99,99,99,99
17416,99,99,88,88
17417,12,13,12,44
17418,11,54,12,28
17419,99,99,99,99
17420,21,39,22,9
17421,99,99,99,99
17422,99,99,99,99
17423,99,99,99,99
17424,99,98,88,88
17425,99,99,99,99
17426,99,99,99,99
17427,99,99,99,99
17428,99,99,99,99
17429,99,99,99,99
17430,99,99,99,99
17431,99,99,99,99
17432,99,99,99,99
17433,99,99,99,99
17434,0,27,88,88
17435,99,99,88,88
17436,99,99,99,99
17437,99,99,88,88
17438,99,99,88,88
17439,99,99,99,99
17440,99,99,88,88
17441,99,99,99,99
17442,99,99,99,99
17443,99,99,88,88
17444,99,99,88,88
17445,99,99,88,88
17446,99,99,99,99
17447,99,99,99,99
17448,99,99,99,99
17449,99,99,88,88
17450,99,99,88,88
17451,99,99,88,88
17452,99,99,99,99
17453,99,99,99,99
17454,99,99,99,99
17455,15,41,16,5
17456,99,99,99,99
17457,99,99,88,88
17458,99,99,99,99
17459,99,99,99,99
17460,19,7,20,26
17461,99,99,99,99
17462,99,99,99,99
17463,99,99,99,99
17464,99,99,88,88
17465,99,99,88,88
17466,99,99,99,99
17467,99,99,99,99
17468,99,98,88,88
17469,99,99,99,99
17470,99,99,99,99
17471,99,99,99,99
17472,99,99,99,99
17473,99,99,99,99
17474,99,99,88,88
17475,99,99,99,99
17476,99,99,99,99
17477,99,99,88,88
17478,22,99,99,99
17479,99,99,99,99
17480,99,99,99,99
17481,99,99,99,99
17482,99,99,99,99
17483,99,99,99,99
17484,99,99,99,99
17485,18,25,19,1
17486,99,99,99,99
17487,99,99,99,99
17488,99,99,99,99
17489,1,24,2,2
17490,99,99,88,88
17491,99,99,88,88
17492,99,99,88,88
17493,99,99,88,88
17494,99,99,88,88
17495,99,99,99,99
17496,19,46,88,88
17497,18,21,19,8
17498,99,98,88,88
17499,99,98,88,88
17500,99,98,88,88
17501,99,99,88,88
17502,99,99,99,99
17503,99,99,99,99
17504,99,98,88,88
17505,99,99,99,99
17506,99,98,88,88
17507,99,99,99,99
17508,99,99,99,99
17509,99,98,88,88
17510,10,48,11,7
17511,99,99,99,99
17512,99,99,99,99
17513,99,98,88,88
17514,99,98,88,88
17515,99,99,88,88
17516,99,99,99,99
17517,99,99,88,88
17518,99,99,88,88
17519,99,98,88,88
17520,99,99,99,99
17521,20,7,20,57
17522,99,99,88,88
17523,99,99,88,88
17524,99,99,99,99
17525,99,99,99,99
17526,99,99,88,88
17527,99,99,99,99
17528,99,99,88,88
17529,99,99,99,99
17530,99,99,88,88
17531,99,99,88,88
17532,99,99,88,88
17533,99,99,99,99
17534,99,99,99,99
17535,99,99,99,99
17536,99,99,99,99
17537,99,99,88,88
17538,99,99,99,99
17539,99,99,99,99
17540,99,99,99,99
17541,99,99,88,88
17542,99,98,88,88
17543,99,98,88,88
17544,99,99,99,99
17545,99,98,88,88
17546,99,99,99,99
17547,99,98,88,88
17548,99,99,88,88
17549,99,99,88,88
17550,99,98,88,88
17551,99,99,88,88
17552,99,99,88,88
17553,99,98,88,88
17554,99,98,88,88
17555,99,98,88,88
17556,99,99,99,99
17557,99,99,99,99
17558,99,99,99,99
17559,99,99,88,88
17560,99,99,99,99
17561,99,98,88,88
17562,99,99,99,99
17563,99,99,88,88
17564,99,99,99,99
17565,99,99,99,99
17566,99,99,99,99
17567,99,99,99,99
17568,99,99,99,99
17569,99,99,88,88
17570,99,99,99,99
17571,99,99,99,99
17572,99,99,12,99
17573,99,99,99,99
17574,99,99,99,99
17575,99,99,99,99
17576,99,99,88,88
17577,99,99,88,88
17578,99,98,88,88
17579,99,99,88,88
17580,17,35,99,99
17581,99,99,99,99
17582,99,99,88,88
17583,99,99,99,99
17584,99,98,88,88
17585,99,99,99,99
17586,99,99,99,99
17587,88,88,88,88
17588,99,99,88,88
17589,99,98,88,88
17590,99,99,99,99
17591,99,99,99,99
17592,99,99,88,88
17593,99,99,99,99
17594,99,99,99,99
17595,2,99,2,99
17596,99,99,99,99
17597,99,99,99,99
17598,99,99,99,99
17599,99,99,99,99
17600,99,99,88,88
17601,99,99,88,88
17602,99,99,99,99
17603,99,99,88,88
17604,99,99,88,88
17605,99,99,99,99
17606,99,99,99,99
17607,15,36,16,7
17608,99,99,99,99
17609,99,99,99,99
17610,99,99,99,99
17611,99,99,99,99
17612,99,99,99,99
17613,99,99,99,99
17614,99,99,99,99
17615,99,99,99,99
17616,99,99,99,99
17617,99,99,99,99
17618,99,99,88,88
17619,99,99,99,99
17620,99,99,88,88
17621,99,99,99,99
17622,99,99,99,99
17623,99,98,88,88
17624,99,99,88,88
17625,99,99,99,99
17626,99,99,99,99
17627,99,99,99,99
17628,99,99,88,88
17629,99,99,99,99
17630,99,99,99,99
17631,99,99,99,99
17632,99,98,88,88
17633,99,99,99,99
17634,99,99,99,99
17635,99,98,88,88
17636,99,99,99,99
17637,99,99,99,99
17638,99,99,88,88
17639,99,99,88,88
17640,99,99,88,88
17641,99,99,99,99
17642,99,99,99,99
17643,99,99,88,88
17644,99,99,88,88
17645,99,99,88,88
17646,99,99,88,88
17647,99,99,6,33
17648,99,99,88,88
17649,99,99,99,99
17650,99,99,88,88
17651,99,99,88,88
17652,99,99,99,99
17653,99,99,99,99
17654,99,99,99,99
17655,99,99,99,99
17656,99,99,88,88
17657,99,99,99,99
17658,99,99,99,99
17659,99,99,99,99
17660,99,99,88,88
17661,99,99,99,99
17662,99,99,99,99
17663,99,99,88,88
17664,99,99,99,99
17665,99,99,99,99
17666,99,99,88,88
17667,99,99,99,99
17668,99,98,88,88
17669,99,99,88,88
17670,99,99,99,99
17671,99,99,99,99
17672,99,99,88,88
17673,99,99,88,88
17674,99,99,88,88
17675,99,99,99,99
17676,99,99,99,99
17677,99,99,99,99
17678,99,99,88,88
17679,99,99,88,88
17680,99,99,99,99
17681,20,18,21,44
17682,16,14,99,99
17683,0,58,88,88
17684,99,99,88,88
17685,99,99,88,88
17686,99,99,88,88
17687,99,99,99,99
17688,99,99,99,99
17689,99,99,88,88
17690,99,99,99,99
17691,99,99,88,88
17692,99,99,99,99
17693,99,99,99,99
17694,99,99,99,99
17695,99,99,99,99
17696,99,99,99,99
17697,99,98,88,88
17698,99,99,99,99
17699,99,99,99,99
17700,99,99,99,99
17701,99,99,99,99
17702,99,99,88,88
17703,20,54,99,99
17704,7,5,7,23
17705,20,41,21,10
17706,10,23,10,40
17707,20,3,20,39
17708,13,50,14,18
17709,23,50,88,88
17710,11,27,99,99
17711,99,99,99,99
17712,99,99,88,88
17713,99,99,99,99
17714,99,99,88,88
17715,99,99,99,99
17716,5,25,5,30
17717,99,99,99,99
17718,99,99,88,88
17719,99,99,99,99
17720,99,99,88,88
17721,4,22,5,33
17722,5,0,5,26
17723,88,88,88,88
17724,99,99,99,99
17725,99,99,99,99
17726,99,99,99,99
17727,99,99,99,99
17728,99,99,18,21
17729,99,99,99,99
17730,99,99,99,96
17731,99,99,99,99
17732,16,55,17,41
17733,99,99,99,99
17734,12,51,13,27
17735,99,99,88,88
17736,99,99,99,99
17737,99,99,99,99
17738,99,98,88,88
17739,99,98,88,88
17740,23,0,23,45
17741,19,50,20,21
17742,99,99,88,88
17743,99,99,99,99
17744,99,99,19,42
17745,99,99,88,88
17746,99,98,88,88
17747,99,99,99,99
17748,99,99,99,99
17749,99,98,88,88
17750,99,99,99,99
17751,99,99,99,99
17752,99,99,88,88
17753,99,99,99,99
17754,99,99,99,99
17755,18,11,88,88
17756,23,49,88,88
17757,15,40,16,37
17758,99,98,88,88
17759,9,25,9,51
17760,13,47,14,38
17761,6,26,7,37
17762,15,7,16,45
17763,99,98,88,88
17764,10,36,11,12
17765,14,5,14,50
17766,99,98,88,88
17767,17,39,18,24
17768,23,16,23,49
17769,99,99,88,88
17770,99,98,88,88
17771,7,37,8,22
17772,23,44,0,4
17773,11,17,11,48
17774,99,98,88,88
17775,7,10,8,2
17776,17,21,17,52
17777,19,8,99,99
17778,22,35,23,24
17779,99,98,88,88
17780,15,35,16,0
17781,21,52,88,88
17782,23,32,0,46
17783,2,39,3,45
17784,10,39,11,10
17785,20,24,88,88
17786,14,19,15,3
17787,99,98,88,88
17788,15,42,88,88
17789,99,98,88,88
17790,15,16,16,12
17791,0,9,0,51
17792,7,31,7,44
17793,4,25,88,88
17794,14,57,15,29
17795,99,98,88,88
17796,16,16,88,88
17797,19,55,20,35
17798,13,48,88,88
17799,0,44,1,22
17800,17,52,18,13
17801,14,40,14,53
