OBJECTID,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN
1342,99,99,99,99
1343,23,45,99,99
1344,12,12,88,88
1345,99,99,88,88
1346,11,99,99,99
1347,99,98,88,88
1348,17,0,18,30
1349,22,99,88,88
1350,6,32,88,88
1351,9,99,99,99
1352,14,15,99,99
1353,15,3,88,88
1354,20,32,88,88
1355,21,55,22,13
1356,3,51,99,99
1357,15,20,15,40
1358,22,11,22,36
1359,1,40,99,99
1360,20,50,21,40
1361,21,8,88,88
1362,6,30,88,88
1363,14,43,15,0
1364,16,57,18,7
1365,17,20,88,88
1366,99,99,99,99
1367,12,24,88,88
1368,4,10,88,88
1369,23,30,88,88
1370,99,99,88,88
1371,14,54,15,99
1372,16,45,88,88
1373,19,9,88,88
1374,22,0,88,88
1375,99,99,99,99
1376,17,9,88,88
1377,4,23,99,99
1378,19,3,19,27
1379,9,47,11,2
1380,21,50,22,15
1381,99,99,99,99
1382,99,99,99,98
1383,1,29,99,99
1384,23,20,88,88
1385,22,9,22,49
1386,22,6,22,57
1387,15,48,16,2
1388,99,99,99,99
1389,12,42,99,99
1390,13,30,88,88
1391,99,99,99,99
1392,99,99,99,99
1393,99,99,99,99
1394,99,99,99,99
1395,9,53,10,6
1396,99,99,99,99
1397,17,37,88,88
1398,5,10,5,26
1399,4,14,88,88
1400,99,99,88,88
1401,17,51,18,2
1402,99,99,88,88
1403,99,99,99,99
1404,6,41,88,88
1405,10,38,10,41
1406,14,51,88,88
1407,99,99,99,98
1408,3,7,3,28
1409,4,20,88,88
1410,13,2,14,0
1411,12,5,12,38
1412,16,25,88,88
1413,22,51,23,5
1414,0,9,88,88
1415,99,99,99,99
1416,99,99,99,99
1417,7,45,88,88
1418,99,99,99,99
1419,11,7,99,99
1420,13,25,88,88
1421,0,5,99,99
1422,1,6,88,88
1423,13,50,14,15
1424,23,31,0,12
1425,99,99,99,99
1426,12,14,99,99
1427,12,54,13,57
1428,99,99,88,88
1429,18,0,88,88
1430,8,0,88,88
1431,20,20,88,88
1432,17,0,88,88
1433,19,12,19,33
1434,99,99,99,99
1435,9,56,10,41
1436,14,49,88,88
1437,17,51,88,88
1438,0,19,88,88
1439,13,17,88,88
1440,3,17,3,58
1441,6,40,99,99
1442,99,98,88,88
1443,14,9,88,88
1444,16,48,99,99
1445,0,10,99,99
1446,14,52,99,99
1447,17,40,99,99
1448,21,5,88,88
1449,0,53,88,88
1450,1,20,2,5
1451,19,12,88,88
1452,10,20,10,31
1453,19,54,88,88
1454,0,7,99,99
1455,12,20,12,56
1456,14,3,99,99
1457,21,14,21,28
1458,99,99,99,99
1459,20,40,99,99
1460,10,5,10,30
1461,10,26,99,99
1462,12,45,14,19
1463,3,3,3,21
1464,99,99,88,88
1465,8,12,99,99
1466,10,57,11,11
1467,12,47,99,99
1468,9,43,99,99
1469,23,16,23,35
1470,12,8,12,45
1471,20,16,88,88
1472,18,46,19,12
1473,19,43,88,88
1474,99,99,88,88
1475,22,36,88,88
1476,23,5,99,99
1477,6,11,88,88
1478,99,99,88,88
1479,21,15,22,11
1480,3,19,88,88
1481,16,31,88,88
1482,21,20,21,30
1483,99,99,88,88
1484,0,34,99,99
1485,15,4,99,99
1486,13,9,13,40
1487,17,48,19,0
1488,9,55,10,5
1489,0,41,88,88
1490,5,56,6,38
1491,1,50,2,32
1492,4,44,88,88
1493,22,11,88,88
1494,22,15,22,30
1495,99,99,99,99
1496,8,17,7,44
1497,20,50,99,99
1498,10,0,10,9
1499,10,42,10,57
1500,16,32,99,99
1501,19,7,88,88
1502,88,88,88,88
1503,6,25,6,45
1504,8,15,8,39
1505,14,50,99,99
1506,15,22,88,88
1507,15,54,99,99
1508,16,0,99,99
1509,22,30,23,59
1510,1,55,88,88
1511,1,36,1,53
1512,99,99,99,99
1513,15,15,99,99
1514,15,8,88,88
1515,20,28,88,88
1516,99,99,99,98
1517,18,14,18,34
1518,20,20,20,38
1519,16,0,17,15
1520,21,1,21,18
1521,21,34,88,88
1522,23,31,99,99
1523,8,14,88,88
1524,9,46,88,88
1525,11,59,12,19
1526,12,0,88,88
1527,20,39,21,20
1528,2,46,88,88
1529,6,35,88,88
1530,15,4,99,99
1531,23,1,23,30
1532,99,99,99,99
1533,22,33,0,39
1534,5,38,6,10
1535,12,3,13,20
1536,99,99,99,98
1537,22,38,22,51
1538,9,35,9,54
1539,4,24,88,88
1540,20,39,21,0
1541,22,5,88,88
1542,12,13,99,99
1543,15,52,17,5
1544,99,99,99,99
1545,23,25,0,3
1546,4,5,4,40
1547,99,99,88,88
1548,15,9,88,88
1549,13,48,99,99
1550,16,47,17,9
1551,21,12,88,88
1552,18,38,18,45
1553,23,15,99,99
1554,13,36,88,88
1555,20,9,20,28
1556,2,53,99,99
1557,1,27,1,27
1558,99,99,99,99
1559,7,20,88,88
1560,99,99,99,99
1561,2,34,99,99
1562,5,33,6,0
1563,15,8,15,45
1564,18,37,99,99
1565,99,99,99,99
1566,9,9,88,88
1567,21,54,22,8
1568,22,30,88,88
1569,99,99,88,88
1570,13,31,14,14
1571,13,5,88,88
1572,19,3,88,88
1573,19,24,88,88
1574,99,99,99,98
1575,9,31,99,99
1576,14,26,99,99
1577,4,23,4,47
1578,17,37,99,99
1579,15,8,99,99
1580,99,99,99,99
1581,99,99,99,99
1582,20,58,21,55
1583,14,32,88,88
1584,19,41,20,11
1585,15,50,16,4
1586,21,0,88,88
1587,9,6,9,20
1588,21,31,99,99
1589,99,98,88,88
1590,2,59,3,30
1591,11,10,99,99
1592,23,12,88,88
1593,16,48,18,0
1594,5,5,6,20
1595,99,99,99,99
1596,4,45,88,88
1597,99,99,88,88
1598,18,59,19,12
1599,4,12,99,99
1600,0,15,88,88
1601,19,39,88,88
1602,17,37,99,99
1603,1,58,2,15
1604,3,53,88,88
1605,8,22,88,88
1606,3,41,88,88
1607,99,99,99,99
1608,15,52,88,88
1609,14,32,88,88
1610,20,2,99,98
1611,17,15,99,99
1612,19,45,19,51
1613,19,34,19,37
1614,16,10,88,88
1615,13,23,88,88
1616,1,19,1,50
1617,10,8,99,99
1618,19,24,88,88
1619,2,35,3,1
1620,5,51,88,88
1621,4,10,88,88
1622,23,3,23,42
1623,22,53,23,24
1624,7,15,7,37
1625,7,28,8,35
1626,13,38,88,88
1627,14,45,99,99
1628,99,99,99,99
1629,16,0,88,88
1630,20,46,21,9
1631,22,44,88,88
1632,3,23,88,88
1633,13,31,99,99
1634,7,56,8,19
1635,14,49,15,11
1636,21,10,99,99
1637,3,10,99,99
1638,13,29,99,99
1639,16,31,88,88
1640,13,5,16,0
1641,99,99,99,99
1642,19,44,20,10
1643,0,8,88,88
1644,10,30,88,88
1645,16,25,16,54
1646,18,2,88,88
1647,15,23,88,88
1648,22,51,88,88
1649,16,8,16,25
1650,0,45,1,0
1651,12,28,88,88
1652,17,44,88,88
1653,18,27,18,39
1654,12,16,15,31
1655,23,16,88,88
1656,99,98,99,98
1657,99,99,99,99
1658,19,55,99,99
1659,22,16,22,19
1660,2,7,88,88
1661,23,37,99,99
1662,5,42,88,88
1663,13,5,99,99
1664,14,30,15,25
1665,1,45,88,88
1666,16,40,88,88
1667,7,43,88,88
1668,15,53,16,21
1669,21,45,21,55
1670,23,2,88,88
1671,20,5,88,88
1672,21,21,21,39
1673,21,35,88,88
1674,10,45,88,88
1675,17,47,18,12
1676,17,30,17,45
1677,13,51,88,88
1678,99,99,99,98
1679,99,99,99,99
1680,99,99,88,88
1681,99,99,99,99
1682,99,99,99,99
1683,99,99,99,99
1684,99,99,99,98
1685,99,99,99,98
1686,99,99,99,99
1687,12,28,13,3
1688,99,99,99,98
1689,19,58,20,11
1690,99,99,99,98
1691,99,98,88,88
1692,99,99,99,99
1693,99,99,99,99
1694,99,99,99,98
1695,99,99,99,98
1696,99,99,99,99
1697,99,99,99,98
1698,99,99,99,99
1699,99,99,99,99
1700,99,99,99,99
1701,99,99,88,88
1702,20,24,20,38
1703,6,47,7,36
1704,99,99,99,99
1705,99,99,99,99
1706,99,99,99,99
1707,21,30,21,53
1708,99,99,99,99
1709,99,99,99,99
1710,13,46,88,88
1711,99,99,99,99
1712,6,6,6,17
1713,99,99,99,99
1714,99,99,99,99
1715,1,6,88,88
1716,16,28,99,99
1717,18,28,18,40
1718,11,12,11,20
1719,99,99,99,99
1720,18,43,19,29
1721,17,5,99,99
1722,16,36,17,5
1723,7,30,88,88
1724,99,99,88,88
1725,5,1,88,88
1726,8,40,88,88
1727,21,49,88,88
1728,16,59,88,88
1729,9,31,99,99
1730,21,20,99,99
1731,1,20,99,99
1732,11,59,99,99
1733,16,57,17,10
1734,18,25,18,52
1735,21,24,88,88
1736,2,2,99,99
1737,99,99,88,88
1738,11,37,99,99
1739,11,42,12,6
1740,12,27,12,55
1741,23,46,23,56
1742,2,45,88,88
1743,14,1,14,15
1744,21,30,99,99
1745,15,36,16,6
1746,0,23,88,88
1747,5,34,88,88
1748,99,99,99,99
1749,9,42,10,10
1750,11,2,99,99
1751,15,37,15,45
1752,12,40,12,50
1753,15,59,88,88
1754,4,10,88,88
1755,7,0,7,15
1756,9,13,88,88
1757,12,4,12,20
1758,99,99,88,88
1759,99,99,99,99
1760,20,4,88,88
1761,17,27,99,99
1762,99,97,99,97
1763,17,18,99,99
1764,13,16,13,43
1765,23,40,88,88
1766,8,55,99,99
1767,9,33,9,49
1768,6,10,88,88
1769,9,45,88,88
1770,10,15,99,99
1771,18,42,99,99
1772,13,29,13,56
1773,22,9,22,30
1774,1,40,88,88
1775,18,18,88,88
1776,23,2,23,20
1777,1,53,99,99
1778,2,6,2,36
1779,19,17,20,16
1780,99,99,88,88
1781,2,6,88,88
1782,21,31,88,88
1783,99,99,99,99
1784,99,99,99,99
1785,17,32,88,88
1786,11,33,12,5
1787,15,21,15,44
1788,18,45,19,0
1789,99,99,99,99
1790,21,41,22,3
1791,14,26,88,88
1792,99,99,99,99
1793,4,7,99,99
1794,13,43,99,99
1795,18,50,99,99
1796,20,40,88,88
1797,99,99,99,99
1798,19,12,88,88
1799,16,42,88,88
1800,18,1,88,88
1801,99,99,99,98
1802,99,99,99,99
1803,99,99,99,98
1804,99,99,99,99
1805,99,99,99,99
1806,99,99,99,99
1807,99,99,88,88
1808,99,99,99,98
1809,99,99,99,99
1810,99,99,99,99
1811,99,99,99,98
1812,99,99,99,99
1813,99,99,99,99
1814,0,47,88,88
1815,99,99,99,99
1816,99,99,99,99
1817,99,99,99,99
1818,99,99,99,99
1819,99,99,99,99
1820,99,99,88,88
1821,99,99,88,88
1822,99,99,99,99
1823,99,99,99,99
1824,17,11,17,32
1825,99,99,99,98
1826,99,99,99,98
1827,99,99,99,99
1828,99,99,99,99
1829,99,99,99,99
1830,0,55,1,17
1831,99,99,88,88
1832,99,99,99,99
1833,99,99,99,99
1834,99,99,99,98
1835,99,99,99,99
1836,99,99,99,99
1837,14,45,88,88
1838,99,99,99,99
1839,99,99,99,99
1840,99,99,99,99
1841,19,14,19,36
1842,99,99,99,98
1843,13,16,88,88
1844,18,55,88,88
1845,99,99,99,99
1846,14,2,99,99
1847,99,99,99,99
1848,99,99,99,98
1849,99,99,99,98
1850,99,99,99,99
1851,99,99,99,99
1852,99,99,99,99
1853,22,57,23,20
1854,99,99,88,88
1855,99,99,99,99
1856,99,99,88,88
1857,99,99,99,99
1858,99,99,88,88
1859,99,99,99,99
1860,99,99,99,99
1861,99,97,99,97
1862,99,99,99,99
1863,99,99,99,99
1864,19,42,22,2
1865,11,1,99,99
1866,14,12,99,99
1867,16,42,16,55
1868,99,99,88,88
1869,8,55,9,15
1870,13,13,99,99
1871,99,99,99,99
1872,99,99,88,88
1873,99,99,99,99
1874,99,99,88,88
1875,99,99,99,99
1876,99,99,99,99
1877,99,99,99,99
1878,20,18,20,38
1879,0,24,88,88
1880,99,99,99,99
1881,99,99,99,98
1882,99,99,99,98
1883,99,99,99,99
1884,6,5,88,88
1885,99,99,88,88
1886,99,99,88,88
1887,99,99,99,99
1888,99,99,99,99
1889,99,99,99,99
1890,99,99,88,88
1891,15,53,16,23
1892,19,25,19,50
1893,99,99,99,98
1894,99,99,99,98
1895,99,99,88,88
1896,99,99,99,99
1897,99,99,99,99
1898,20,57,88,88
1899,99,99,99,99
1900,99,99,88,88
1901,19,0,99,99
1902,7,9,8,37
1903,14,40,15,30
1904,16,59,17,14
1905,99,99,99,99
1906,99,99,99,99
1907,19,10,19,17
1908,99,99,99,99
1909,5,24,88,88
1910,99,99,99,99
1911,13,31,13,40
1912,99,99,99,99
1913,99,99,88,88
1914,99,99,88,88
1915,11,19,11,36
1916,99,99,99,99
1917,12,59,13,20
1918,99,99,99,99
1919,22,8,22,33
1920,19,21,20,18
1921,99,99,88,88
1922,21,13,88,88
1923,99,99,99,98
1924,16,7,16,25
1925,99,99,88,88
1926,99,99,99,99
1927,99,99,99,99
1928,99,99,88,88
1929,99,99,99,99
1930,11,3,11,17
1931,99,99,99,99
1932,99,99,99,98
1933,99,99,99,99
1934,22,5,22,32
1935,6,50,7,0
1936,15,20,88,88
1937,99,99,99,99
1938,99,99,99,99
1939,99,99,99,99
1940,14,22,14,34
1941,99,99,99,98
1942,99,99,99,98
1943,99,99,99,99
1944,2,12,88,88
1945,99,99,99,99
1946,20,56,88,88
1947,1,58,2,0
1948,11,1,99,99
1949,10,13,10,45
1950,8,7,88,88
1951,99,99,99,99
1952,99,99,99,99
1953,99,99,99,99
1954,99,99,99,99
1955,23,3,23,20
1956,99,99,99,99
1957,99,99,99,99
1958,19,4,88,88
1959,19,22,88,88
1960,23,21,99,99
1961,2,6,3,4
1962,8,1,88,88
1963,99,99,99,99
1964,4,7,4,45
1965,19,13,88,88
1966,19,3,19,17
1967,99,99,99,99
1968,99,99,99,99
1969,19,25,99,99
1970,22,56,23,16
1971,10,3,88,88
1972,18,2,18,27
1973,8,0,99,99
1974,21,29,88,88
1975,22,29,88,88
1976,22,5,22,23
1977,99,99,99,99
1978,10,17,88,88
1979,14,9,14,40
1980,20,20,20,45
1981,1,35,88,88
1982,99,99,99,99
1983,6,0,88,88
1984,99,99,99,99
1985,99,99,88,88
1986,99,99,99,99
1987,99,99,99,99
1988,99,99,99,99
1989,9,9,88,88
1990,2,55,3,30
1991,13,4,99,99
1992,4,57,88,88
1993,99,99,99,99
1994,1,40,88,88
1995,9,21,9,36
1996,16,47,17,0
1997,23,15,23,35
1998,99,99,99,99
1999,99,99,99,98
2000,99,99,88,88
2001,99,99,99,99
2002,99,99,99,99
2003,99,99,99,99
2004,1,17,99,99
2005,15,51,88,88
2006,22,50,88,88
2007,99,97,99,97
2008,99,99,99,99
2009,15,26,88,88
2010,21,0,21,35
2011,22,99,88,88
2012,99,99,99,99
2013,9,4,88,88
2014,14,20,14,51
2015,23,9,23,36
2016,18,5,18,10
2017,22,2,88,88
2018,14,4,88,88
2019,17,21,17,35
2020,0,25,1,9
2021,14,51,16,7
2022,22,3,22,10
2023,13,21,13,25
2024,19,17,88,88
2025,22,5,88,88
2026,99,97,99,97
2027,2,19,88,88
2028,6,45,88,88
2029,99,98,88,88
2030,99,99,99,99
2031,99,99,99,99
2032,99,99,88,88
2033,3,50,4,7
2034,18,44,88,88
2035,18,58,19,26
2036,11,25,11,40
2037,19,25,88,88
2038,19,10,19,20
2039,1,55,2,15
2040,18,13,18,25
2041,19,57,99,99
2042,3,16,3,51
2043,18,32,88,88
2044,99,99,99,99
2045,19,27,99,99
2046,99,99,88,88
2047,11,23,99,99
2048,17,14,17,40
2049,99,99,99,99
2050,99,99,99,99
2051,18,51,88,88
2052,99,99,99,99
2053,2,52,3,25
2054,9,27,9,43
2055,21,49,21,57
2056,99,99,99,99
2057,8,14,88,88
2058,99,99,88,88
2059,17,30,18,41
2060,99,99,99,99
2061,20,15,99,99
2062,99,97,99,97
2063,99,99,99,99
2064,22,46,88,88
2065,99,99,99,99
2066,99,99,99,99
2067,8,35,99,99
2068,9,30,88,88
2069,15,13,16,38
2070,19,55,20,28
2071,99,99,88,88
2072,18,25,99,99
2073,0,8,99,99
2074,99,99,99,99
2075,99,99,88,88
2076,19,29,88,88
2077,99,99,20,49
2078,5,9,5,20
2079,5,49,6,2
2080,99,99,88,88
2081,22,37,22,52
2082,6,10,88,88
2083,11,34,88,88
2084,99,99,99,99
2085,17,51,88,88
2086,17,46,18,11
2087,3,7,88,88
2088,3,19,3,40
2089,5,3,88,88
2090,14,14,14,30
2091,22,31,88,88
2092,4,42,88,88
2093,99,99,99,99
2094,13,31,99,99
2095,0,24,88,88
2096,99,99,99,99
2097,14,20,88,88
2098,18,33,88,88
2099,19,39,19,54
2100,0,30,99,99
2101,21,23,21,48
2102,0,28,99,99
2103,7,31,8,12
2104,8,1,9,53
2105,10,19,10,41
2106,17,37,18,5
2107,8,36,88,88
2108,99,99,99,99
2109,99,99,99,99
2110,99,99,99,99
2111,99,99,88,88
2112,99,99,99,99
2113,99,99,99,99
2114,4,52,88,88
2115,99,99,99,99
2116,0,18,88,88
2117,20,31,88,88
2118,20,27,20,48
2119,3,50,88,88
2120,11,43,11,55
2121,23,55,0,46
2122,7,50,7,59
2123,5,59,6,12
2124,21,37,21,58
2125,99,99,88,88
2126,99,99,99,99
2127,99,99,99,98
2128,99,99,88,88
2129,99,99,99,99
2130,21,4,99,99
2131,99,99,99,99
2132,99,99,99,99
2133,99,99,99,98
2134,99,99,99,99
2135,99,99,99,99
2136,99,99,99,99
2137,99,99,99,99
2138,99,98,99,98
2139,19,25,19,41
2140,99,99,99,98
2141,99,99,99,99
2142,99,99,99,99
2143,99,99,99,99
2144,99,99,99,99
2145,99,99,99,98
2146,99,99,99,99
2147,20,58,99,99
2148,99,99,99,99
2149,99,99,99,99
2150,99,99,99,99
2151,15,11,15,33
2152,99,99,99,99
2153,99,99,99,99
2154,99,99,99,99
2155,99,99,88,88
2156,0,52,99,99
2157,99,99,99,99
2158,99,99,99,99
2159,99,99,88,88
2160,99,99,99,99
2161,99,99,99,99
2162,99,99,99,99
2163,99,99,99,99
2164,17,45,18,14
2165,19,25,20,10
2166,10,58,11,17
2167,14,27,99,99
2168,22,3,88,88
2169,99,99,99,99
2170,19,39,99,99
2171,99,99,99,99
2172,99,99,99,99
2173,99,99,99,98
2174,99,99,99,98
2175,16,37,16,44
2176,99,99,99,99
2177,10,58,11,30
2178,99,99,99,99
2179,6,14,88,88
2180,99,99,99,99
2181,99,99,99,99
2182,99,99,88,88
2183,99,99,99,99
2184,99,99,99,99
2185,99,99,99,99
2186,99,99,99,99
2187,99,99,99,99
2188,23,30,99,99
2189,88,88,88,88
2190,10,38,99,99
2191,19,8,99,99
2192,19,51,88,88
2193,7,31,8,22
2194,14,25,88,88
2195,9,13,88,88
2196,11,1,11,38
2197,20,20,99,99
2198,7,10,99,99
2199,17,25,99,99
2200,1,42,1,58
2201,16,34,99,99
2202,3,18,88,88
2203,14,49,99,99
2204,88,88,88,88
2205,17,33,88,88
2206,17,59,99,99
2207,99,99,88,88
2208,9,40,88,88
2209,19,3,99,99
2210,21,40,21,57
2211,88,88,88,88
2212,10,36,10,57
2213,20,39,88,88
2214,9,35,88,88
2215,19,0,99,99
2216,99,99,99,99
2217,15,45,99,99
2218,99,98,88,88
2219,19,31,88,88
2220,21,7,21,22
2221,18,36,19,7
2222,16,42,99,99
2223,5,17,88,88
2224,18,52,19,14
2225,4,50,99,99
2226,18,25,99,99
2227,7,53,88,88
2228,9,32,10,46
2229,10,35,99,99
2230,15,43,99,99
2231,15,16,88,88
2232,88,88,88,88
2233,19,19,20,0
2234,18,42,99,99
2235,5,26,99,99
2236,6,35,99,99
2237,18,30,99,99
2238,21,9,99,99
2239,1,55,88,88
2240,21,34,88,88
2241,12,55,99,99
2242,20,7,99,99
2243,20,0,99,99
2244,7,46,99,99
2245,8,18,8,53
2246,19,50,99,99
2247,88,88,88,88
2248,13,48,14,3
2249,88,88,88,88
2250,17,58,99,99
2251,18,30,88,88
2252,8,51,9,5
2253,22,18,88,88
2254,1,35,99,99
2255,0,41,1,40
2256,6,0,99,99
2257,16,10,88,88
2258,0,12,1,8
2259,12,50,99,99
2260,19,28,88,88
2261,16,6,16,50
2262,6,26,88,88
2263,4,13,4,56
2264,99,99,99,99
2265,13,12,99,99
2266,2,21,88,88
2267,16,43,99,99
2268,22,0,99,99
2269,99,99,88,88
2270,12,46,88,88
2271,21,3,21,21
2272,17,19,99,99
2273,11,10,88,88
2274,99,99,88,88
2275,5,30,99,99
2276,23,21,88,88
2277,18,6,18,42
2278,99,98,88,88
2279,22,18,88,88
2280,99,99,88,88
2281,17,20,88,88
2282,12,6,99,99
2283,9,44,99,99
2284,21,12,99,99
2285,14,33,16,21
2286,6,1,99,99
2287,20,29,20,52
2288,3,30,4,51
2289,12,56,88,88
2290,16,40,99,99
2291,8,51,88,88
2292,6,0,99,99
2293,5,0,88,88
2294,10,3,11,8
2295,99,99,88,88
2296,14,25,99,99
2297,21,0,88,88
2298,17,28,88,88
2299,9,52,99,99
2300,13,20,99,99
2301,14,15,88,88
2302,0,3,0,28
2303,20,50,88,88
2304,99,99,88,88
2305,20,23,21,14
2306,99,99,99,99
2307,15,3,99,99
2308,9,34,10,8
2309,0,24,88,88
2310,2,46,99,99
2311,20,37,88,88
2312,20,19,99,99
2313,15,25,88,88
2314,14,20,14,49
2315,7,33,99,99
2316,9,2,88,88
2317,2,38,99,99
2318,19,9,19,35
2319,20,47,88,88
2320,18,54,99,99
2321,17,19,99,99
2322,2,56,3,14
2323,2,28,99,99
2324,88,88,88,88
2325,2,18,99,99
2326,18,32,19,36
2327,88,88,88,88
2328,19,13,99,99
2329,17,31,17,56
2330,19,26,20,39
2331,3,13,3,57
2332,21,56,88,88
2333,22,52,88,88
2334,20,6,20,36
2335,18,14,88,88
2336,88,88,88,88
2337,23,11,88,88
2338,99,99,88,88
2339,21,21,99,99
2340,14,15,88,88
2341,18,56,19,35
2342,2,19,99,99
2343,7,44,8,33
2344,88,88,88,88
2345,14,15,99,99
2346,12,54,99,99
2347,6,7,99,99
2348,16,39,99,99
2349,99,99,88,88
2350,12,41,88,88
2351,10,25,99,99
2352,19,37,88,88
2353,15,27,88,88
2354,99,99,88,88
2355,15,35,16,2
2356,16,41,99,99
2357,23,6,0,45
2358,20,52,88,88
2359,12,2,99,99
2360,14,1,14,56
2361,15,19,88,88
2362,22,35,0,6
2363,12,50,99,99
2364,22,56,23,44
2365,2,25,2,56
2366,23,56,99,99
2367,18,31,20,8
2368,7,31,8,18
2369,7,0,88,88
2370,8,22,88,88
2371,7,8,88,88
2372,5,42,99,99
2373,21,35,99,99
2374,16,43,17,18
2375,15,44,15,58
2376,19,16,19,43
2377,0,55,99,99
2378,3,4,88,88
2379,15,36,99,99
2380,99,98,88,88
2381,13,10,14,40
2382,16,59,17,25
2383,16,33,88,88
2384,21,39,88,88
2385,99,99,88,88
2386,22,20,88,88
2387,14,57,15,28
2388,21,22,99,99
2389,10,17,88,88
2390,88,88,88,88
2391,12,59,14,49
2392,15,43,16,9
2393,7,36,88,88
2394,0,52,88,88
2395,13,36,88,88
2396,6,39,88,88
2397,17,2,88,88
2398,16,29,17,19
2399,10,8,99,99
2400,21,59,22,23
2401,19,11,88,88
2402,99,99,88,88
2403,23,56,88,88
2404,5,30,6,44
2405,21,40,88,88
2406,99,98,88,88
2407,14,53,15,30
2408,15,55,16,18
2409,99,99,88,88
2410,2,0,88,88
2411,19,38,99,99
2412,21,25,99,99
2413,23,47,88,88
2414,9,13,9,31
2415,88,88,88,88
2416,18,6,99,99
2417,13,18,99,99
2418,88,88,88,88
2419,16,5,88,88
2420,14,22,15,1
2421,9,55,88,88
2422,12,51,88,88
2423,16,0,88,88
2424,6,52,99,99
2425,18,4,19,0
2426,11,3,12,18
2427,21,41,99,99
2428,14,35,14,52
2429,23,54,0,35
2430,22,25,88,88
2431,88,88,88,88
2432,15,51,88,88
2433,99,99,88,88
2434,20,23,20,59
2435,12,13,12,29
2436,19,22,19,53
2437,9,5,9,27
2438,16,2,16,45
2439,14,7,88,88
2440,8,30,9,2
2441,5,24,88,88
2442,23,19,99,99
2443,99,98,88,88
2444,4,4,88,88
2445,14,4,88,88
2446,18,50,20,26
2447,99,99,88,88
2448,99,99,99,99
2449,13,20,99,99
2450,20,1,20,30
2451,20,25,88,88
2452,16,31,16,57
2453,0,26,99,99
2454,6,8,88,88
2455,15,17,88,88
2456,15,21,88,88
2457,6,11,99,99
2458,22,35,88,88
2459,13,52,14,17
2460,1,15,1,40
2461,13,14,88,88
2462,2,45,88,88
2463,2,43,88,88
2464,21,33,88,88
2465,22,39,88,88
2466,1,52,88,88
2467,12,43,99,99
2468,99,99,88,88
2469,3,5,88,88
2470,88,88,88,88
2471,19,18,88,88
2472,9,11,9,34
2473,14,6,99,99
2474,20,53,88,88
2475,99,99,99,99
2476,18,19,18,38
2477,99,99,99,99
2478,19,32,88,88
2479,16,28,99,99
2480,2,39,3,56
2481,14,54,16,0
2482,12,24,99,99
2483,21,51,22,35
2484,15,15,88,88
2485,1,20,88,88
2486,17,7,99,99
2487,5,5,88,88
2488,22,34,22,57
2489,10,21,10,55
2490,22,32,88,88
2491,21,3,99,99
2492,13,56,14,16
2493,0,21,99,99
2494,1,37,88,88
2495,15,45,88,88
2496,13,57,99,99
2497,0,30,99,99
2498,22,9,99,99
2499,19,6,88,88
2500,21,43,99,99
2501,8,6,88,88
2502,99,98,88,88
2503,21,48,22,42
2504,8,2,88,88
2505,15,49,88,88
2506,17,24,17,51
2507,0,20,88,88
2508,9,17,99,99
2509,21,49,22,10
2510,99,98,88,88
2511,9,51,88,88
2512,9,5,9,34
2513,23,35,23,52
2514,14,13,14,30
2515,2,30,99,99
2516,2,4,2,26
2517,17,4,17,31
2518,15,17,99,99
2519,2,5,99,99
2520,1,39,99,99
2521,17,26,88,88
2522,99,99,88,88
2523,12,12,12,30
2524,17,42,88,88
2525,12,0,12,37
2526,88,88,88,88
2527,88,88,88,88
2528,15,38,17,21
2529,88,88,88,88
2530,11,51,12,26
2531,8,46,9,15
2532,11,52,99,99
2533,9,2,88,88
2534,20,41,99,99
2535,12,44,88,88
2536,0,1,99,99
2537,20,0,20,18
2538,0,7,99,99
2539,5,12,99,99
2540,4,15,4,41
2541,88,88,88,88
2542,14,51,15,23
2543,21,28,99,99
2544,17,6,99,99
2545,11,30,11,57
2546,0,2,88,88
2547,13,46,99,99
2548,12,7,99,99
2549,6,18,8,16
2550,16,39,17,8
2551,19,35,88,88
2552,2,43,3,17
2553,20,28,21,12
2554,21,29,99,99
2555,17,40,99,99
2556,4,31,88,88
2557,18,42,88,88
2558,19,16,19,54
2559,11,25,88,88
2560,22,36,23,45
2561,99,99,88,88
2562,5,30,6,47
2563,9,24,99,99
2564,11,33,88,88
2565,99,98,88,88
2566,3,23,88,88
2567,99,99,88,88
2568,19,10,88,88
2569,88,88,88,88
2570,20,54,21,14
2571,6,25,88,88
2572,15,50,88,88
2573,17,39,18,1
2574,88,88,88,88
2575,13,30,13,57
2576,20,1,88,88
2577,17,6,99,99
2578,99,99,88,88
2579,99,99,88,88
2580,13,17,99,99
2581,6,42,99,99
2582,17,22,17,41
2583,12,12,99,99
2584,21,56,99,99
2585,15,20,99,99
2586,22,4,99,99
2587,5,2,88,88
2588,17,20,99,99
2589,15,26,99,99
2590,14,37,99,99
2591,2,59,88,88
2592,14,35,99,99
2593,99,98,88,88
2594,16,28,88,88
2595,23,15,99,99
2596,8,53,99,99
2597,17,48,18,45
2598,21,57,88,88
2599,9,16,88,88
2600,22,11,88,88
2601,4,43,88,88
2602,15,57,99,99
2603,99,99,99,99
2604,88,88,88,88
2605,15,32,88,88
2606,22,28,99,99
2607,99,99,88,88
2608,23,40,88,88
2609,88,88,88,88
2610,88,88,88,88
