OBJECTID,ST_CASE,FATALS,PERSONS,VE_TOTAL,VE_FORMS,PEDS,PERNOTMVIT,SCH_BUS,RAIL,WRK_ZONE
32368,471118,1,1,1,1,0,0,0,0000000,0
32369,471119,1,1,1,1,1,1,0,0000000,0
32370,471120,1,2,2,1,0,1,0,0000000,0
32371,471121,1,1,1,1,0,0,0,0000000,0
32372,471122,1,2,2,2,0,0,0,0000000,0
32373,471123,1,1,1,1,1,1,0,0000000,0
32374,471124,1,1,1,1,1,1,0,0000000,0
32375,471125,1,1,1,1,2,2,0,0000000,0
32376,471126,1,1,1,1,1,1,0,0000000,0
32377,471127,1,3,2,2,0,0,0,0000000,0
32378,471129,1,1,1,1,0,0,0,0000000,0
32379,471130,1,2,2,2,0,0,0,0000000,0
32380,471131,1,2,1,1,0,0,0,0000000,0
32381,471132,1,2,1,1,0,0,0,0000000,0
32382,471133,2,2,1,1,0,0,0,0000000,0
32383,471134,1,2,2,1,0,1,0,0000000,0
32384,471135,1,1,1,1,0,0,0,0000000,0
32385,471136,1,1,1,1,0,0,0,0000000,0
32386,471137,1,2,2,2,0,0,0,0000000,0
32387,471138,1,6,5,4,0,0,0,0000000,0
32388,471139,1,1,1,1,1,1,0,0000000,0
32389,471140,1,1,1,1,0,0,0,0000000,0
32390,471141,1,5,3,3,0,0,0,0000000,0
32391,471142,1,3,2,2,0,0,0,0000000,0
32392,471143,1,2,1,1,0,0,0,0000000,0
32393,471144,1,1,1,1,0,0,0,0000000,0
32394,471145,1,2,2,2,0,0,0,0000000,0
32395,471146,1,1,1,1,0,0,0,0000000,0
32396,471147,1,1,1,1,0,0,0,0000000,0
32397,471148,1,1,1,1,0,0,0,0000000,0
32398,471149,1,1,1,1,1,1,0,0000000,0
32399,471150,1,1,1,1,0,0,0,0000000,0
32400,471151,1,2,1,1,0,0,0,0000000,0
32401,471152,1,1,1,1,0,0,0,0000000,0
32402,471153,1,1,1,1,0,0,0,0000000,0
32403,471154,1,3,3,3,0,0,0,0000000,0
32404,471155,1,1,1,1,1,1,0,0000000,0
32405,471156,2,5,4,4,0,0,0,0000000,0
32406,471158,1,1,1,1,1,1,0,0000000,0
32407,471159,1,1,1,1,1,1,0,0000000,0
32408,471161,1,3,1,1,0,0,0,0000000,0
32409,471162,1,1,1,1,0,0,0,0000000,0
32410,471163,1,1,1,1,1,1,0,0000000,0
32411,471164,1,3,1,1,0,0,0,0000000,0
32412,471165,1,2,2,2,0,0,0,0000000,0
32413,471166,1,2,1,1,0,0,0,0000000,1
32414,471167,1,2,2,2,0,0,0,0000000,0
32415,471168,1,1,2,1,0,0,0,0000000,0
32416,471169,1,1,1,1,0,0,0,0000000,0
32417,471170,1,1,1,1,0,0,0,0000000,0
32418,471171,1,1,1,1,1,1,0,0000000,0
32419,471172,1,4,2,2,0,0,0,0000000,0
32420,471173,1,1,1,1,0,0,0,0000000,0
32421,471174,1,1,1,1,1,1,0,0000000,0
32422,471175,1,1,1,1,1,1,0,0000000,0
32423,471176,1,8,3,3,0,0,0,0000000,0
32424,471178,1,3,3,3,1,1,0,0000000,0
32425,471180,1,10,5,5,0,0,0,0000000,0
32426,471181,1,1,1,1,0,0,0,0000000,0
32427,471182,1,1,1,1,0,0,0,0000000,0
32428,471183,1,1,1,1,0,0,0,0000000,0
32429,471184,1,2,2,2,0,0,0,0000000,1
32430,471185,1,2,2,2,0,0,0,0000000,0
32431,471186,1,2,2,2,0,0,0,0000000,0
32432,471187,1,2,3,2,0,0,0,0000000,0
32433,471188,1,2,1,1,0,0,0,0000000,0
32434,471189,1,2,2,2,0,0,0,0000000,0
32435,471190,1,3,1,1,0,0,0,0000000,0
32436,471191,1,6,2,2,0,0,0,0000000,0
32437,471192,1,5,1,1,0,0,0,0000000,0
32438,471193,1,3,1,1,0,0,0,0000000,0
32439,471194,1,2,1,1,0,0,0,0000000,0
32440,471195,1,4,1,1,0,0,0,0000000,0
32441,471196,1,4,2,2,0,0,0,0000000,0
32442,471197,1,9,6,6,0,0,0,0000000,0
32443,471198,1,2,2,2,0,0,0,0000000,0
32444,471199,1,2,1,1,1,1,0,0000000,0
32445,471200,1,2,2,2,0,0,0,0000000,0
32446,471202,1,1,1,1,0,0,0,0000000,1
32447,471203,1,1,1,1,0,0,0,0000000,0
32448,471204,1,2,2,2,0,0,0,0000000,0
32449,471205,1,1,1,1,0,0,0,0000000,0
32450,471206,1,1,1,1,0,0,0,0000000,0
32451,471207,1,2,2,2,0,0,0,0000000,0
32452,471208,1,4,2,2,0,0,0,0000000,0
32453,471209,1,3,3,3,0,0,0,0000000,0
32454,471210,1,1,1,1,0,0,0,0000000,0
32455,471211,1,3,2,2,0,0,0,0000000,0
32456,471212,1,2,2,2,0,0,0,0000000,0
32457,471213,1,5,2,2,0,0,0,0000000,0
32458,471214,1,2,1,1,0,0,0,0000000,0
32459,471215,1,3,2,2,0,0,0,0000000,0
32460,471216,1,1,1,1,1,1,0,0000000,0
32461,471217,1,1,1,1,0,0,0,0000000,0
32462,471218,2,3,1,1,0,0,0,0000000,0
32463,471219,2,2,2,2,0,0,0,0000000,0
32464,471220,1,4,2,2,0,0,0,0000000,0
32465,471221,1,1,1,1,1,1,0,0000000,0
32466,471222,1,3,3,3,0,0,0,0000000,0
32467,471223,1,1,1,1,0,0,0,0000000,0
32468,471224,1,4,2,2,0,0,0,0000000,0
32469,471225,1,3,2,2,0,0,0,0000000,0
32470,471226,1,4,4,4,0,0,0,0000000,0
32471,471227,1,1,1,1,0,0,0,0000000,0
32472,471228,1,2,1,1,0,0,0,0000000,0
32473,471229,1,2,2,2,0,0,0,0000000,0
32474,471230,1,4,2,2,0,0,0,0000000,0
32475,471231,1,1,2,1,1,1,0,0000000,0
32476,471232,1,1,1,1,0,0,0,0000000,0
32477,471233,1,1,1,1,1,1,0,0000000,0
32478,471234,1,1,1,1,0,0,0,0000000,0
32479,471235,1,1,1,1,1,1,0,0000000,0
32480,471236,1,1,1,1,0,0,0,0000000,0
32481,471237,1,1,1,1,1,1,0,0000000,0
32482,471238,1,1,1,1,0,0,0,0000000,0
32483,471239,1,2,1,1,0,0,0,0000000,0
32484,471240,1,1,1,1,0,0,0,0000000,0
32485,471241,1,2,2,2,0,0,0,0000000,0
32486,471242,1,2,1,1,1,1,0,0000000,0
32487,471243,3,4,2,2,0,0,0,0000000,0
32488,471244,1,4,2,2,2,2,0,0000000,0
32489,471245,1,1,1,1,1,1,0,0000000,0
32490,471246,1,1,1,1,1,1,0,0000000,0
32491,471247,1,5,2,2,0,0,0,0000000,0
32492,471248,1,1,1,1,0,0,0,0000000,0
32493,471249,2,6,2,2,0,0,0,0000000,0
32494,471250,1,1,1,1,0,0,0,0000000,0
32495,471251,1,2,1,1,0,0,0,0000000,0
32496,471252,1,1,1,1,0,0,0,0000000,0
32497,471253,1,7,2,2,0,0,0,0000000,0
32498,471254,1,1,1,1,1,1,0,0000000,0
32499,471255,1,3,2,2,0,0,0,0000000,0
32500,471256,1,3,2,2,0,0,0,0000000,0
32501,471257,1,1,1,1,0,0,0,0000000,0
32502,471258,1,1,1,1,0,0,0,0000000,0
32503,471259,1,3,3,3,0,0,0,0000000,0
32504,471260,1,2,2,2,0,0,0,0000000,0
32505,471261,1,2,1,1,0,0,0,0000000,0
32506,471262,1,1,1,1,0,0,0,0000000,0
32507,471263,1,1,1,1,0,0,0,0000000,0
32508,471264,1,5,3,3,0,0,0,0000000,0
32509,471265,1,2,2,2,0,0,0,0000000,0
32510,471266,1,1,1,1,1,1,0,0000000,0
32511,471267,1,3,2,2,0,0,0,0000000,0
32512,471268,1,2,2,2,0,0,0,0000000,0
32513,471269,1,4,2,2,0,0,0,0000000,0
32514,471270,1,1,1,1,0,0,0,0000000,0
32515,471271,1,5,1,1,0,0,0,0000000,0
32516,471272,1,1,6,1,0,0,0,0000000,0
32517,471273,1,2,2,2,0,0,0,0000000,0
32518,471274,1,3,3,3,0,0,0,0000000,0
32519,480001,1,1,1,1,0,0,0,0000000,0
32520,480002,3,7,2,2,0,0,0,0000000,0
32521,480003,1,7,3,3,0,0,0,0000000,0
32522,480005,2,2,2,2,0,0,0,0000000,0
32523,480006,1,4,1,1,0,0,0,0000000,0
32524,480007,1,1,1,1,0,0,0,0000000,0
32525,480008,1,1,1,1,1,1,0,0000000,0
32526,480009,1,3,2,2,0,0,0,0000000,0
32527,480010,1,1,1,1,1,1,0,0000000,0
32528,480011,1,1,1,1,0,0,0,0000000,0
32529,480012,1,4,3,3,0,0,0,0000000,0
32530,480013,1,1,1,1,1,1,0,0000000,0
32531,480014,1,2,2,2,0,0,0,0000000,0
32532,480015,1,1,1,1,0,0,0,0000000,0
32533,480016,1,4,3,3,1,1,0,0000000,0
32534,480017,1,3,2,2,0,0,0,0000000,0
32535,480018,1,1,3,1,0,0,0,0000000,0
32536,480019,1,2,1,1,0,0,0,0000000,0
32537,480020,1,1,1,1,0,0,0,0000000,0
32538,480021,1,2,2,2,1,1,0,0000000,0
32539,480022,1,1,1,1,1,1,0,0000000,0
32540,480023,1,2,2,2,0,0,0,0000000,1
32541,480024,1,1,1,1,1,1,0,0000000,0
32542,480025,1,1,1,1,0,0,0,0000000,0
32543,480026,1,1,1,1,0,0,0,0000000,0
32544,480027,1,3,1,1,0,0,0,0000000,0
32545,480028,1,1,1,1,0,0,0,0000000,0
32546,480029,1,2,2,2,0,0,0,0000000,0
32547,480030,1,1,1,1,0,0,0,0000000,0
32548,480031,1,1,1,1,0,0,0,0000000,0
32549,480032,1,3,1,1,0,0,0,0000000,0
32550,480033,1,2,2,2,0,0,0,0000000,0
32551,480034,1,1,1,1,0,0,0,0000000,0
32552,480035,1,5,1,1,0,0,0,0000000,0
32553,480036,1,1,1,1,0,0,0,0000000,0
32554,480037,1,1,1,1,0,0,0,0000000,0
32555,480038,1,2,2,2,0,0,0,0000000,0
32556,480039,1,3,2,2,0,0,0,0000000,0
32557,480040,2,6,3,3,0,0,0,0000000,0
32558,480041,1,5,1,1,1,1,0,0000000,0
32559,480042,1,2,2,2,0,0,0,0000000,0
32560,480043,1,3,2,2,0,0,0,0000000,0
32561,480044,1,2,1,1,0,0,0,0000000,0
32562,480045,1,1,1,1,0,0,0,0000000,0
32563,480046,1,1,1,1,0,0,0,0000000,0
32564,480047,1,3,3,3,0,0,0,0000000,0
32565,480048,1,1,3,1,1,1,0,0000000,0
32566,480049,1,3,2,2,0,0,0,0000000,0
32567,480050,2,2,1,1,0,0,0,0000000,0
32568,480051,2,2,1,1,0,0,0,0000000,0
32569,480052,1,3,2,2,0,0,0,0000000,0
32570,480053,1,1,1,1,1,1,0,0000000,0
32571,480054,1,3,2,2,0,0,0,0000000,0
32572,480055,1,1,1,1,1,1,0,0000000,0
32573,480056,1,2,2,2,1,1,0,0000000,1
32574,480057,1,1,1,1,0,0,0,0000000,1
32575,480058,1,2,2,2,0,0,0,0000000,0
32576,480059,1,2,2,2,0,0,0,0000000,0
32577,480060,2,4,2,2,0,0,0,0000000,0
32578,480061,1,3,3,3,1,1,0,0000000,0
32579,480062,1,2,2,2,0,0,0,0000000,1
32580,480063,1,2,2,2,0,0,0,0000000,0
32581,480064,1,2,2,2,0,0,0,0000000,0
32582,480065,2,7,2,2,0,0,0,0000000,0
32583,480066,1,1,1,1,1,1,0,0000000,0
32584,480067,1,1,2,1,0,0,0,0000000,0
32585,480068,1,2,2,2,0,0,0,0000000,0
32586,480069,1,1,1,1,1,1,0,0000000,0
32587,480070,1,1,1,1,0,0,0,0000000,0
32588,480071,1,1,1,1,1,1,0,0000000,0
32589,480072,1,5,3,3,0,0,0,0000000,0
32590,480073,1,5,3,3,0,0,0,0000000,0
32591,480075,1,1,1,1,0,0,0,0000000,0
32592,480076,1,2,2,2,0,0,0,0000000,0
32593,480077,1,1,1,1,0,0,0,0000000,0
32594,480078,1,4,1,1,0,0,0,0000000,0
32595,480079,1,3,1,1,1,1,0,0000000,0
32596,480080,1,2,1,1,0,0,0,0000000,0
32597,480081,2,4,2,2,0,0,0,0000000,1
32598,480082,1,1,1,1,0,0,0,0000000,0
32599,480083,1,3,2,2,0,0,0,0000000,0
32600,480084,1,1,1,1,1,1,0,0000000,0
32601,480085,1,1,2,1,0,0,0,0000000,0
32602,480086,1,3,2,2,0,0,0,0000000,0
32603,480087,1,1,1,1,0,0,0,0000000,0
32604,480088,1,2,2,2,0,0,0,0000000,0
32605,480089,1,1,1,1,1,1,0,0000000,0
32606,480090,1,2,2,2,0,0,0,0000000,1
32607,480091,1,1,1,1,0,0,0,0000000,0
32608,480092,1,1,1,1,1,1,0,0000000,0
32609,480093,1,1,1,1,0,0,0,0000000,0
32610,480094,1,2,2,2,0,0,0,0000000,0
32611,480095,1,3,3,3,1,1,0,0000000,0
32612,480096,1,3,1,1,0,0,0,0000000,0
32613,480097,1,1,1,1,0,0,0,0000000,0
32614,480098,1,3,1,1,1,1,0,0000000,0
32615,480099,1,1,1,1,0,0,0,0000000,0
32616,480100,1,1,1,1,0,0,0,0000000,0
32617,480101,1,2,2,2,0,0,0,0000000,0
32618,480102,1,1,1,1,0,0,0,0000000,0
32619,480103,1,1,1,1,2,2,0,0000000,0
32620,480104,1,3,2,2,0,0,0,0000000,1
32621,480105,2,8,2,2,0,0,0,0000000,0
32622,480106,1,1,1,1,0,0,0,0000000,0
32623,480107,1,6,5,5,0,0,0,0000000,0
32624,480108,1,3,3,3,0,0,0,0000000,0
32625,480109,1,1,1,1,1,1,0,0000000,1
32626,480110,1,1,1,1,0,0,0,0000000,0
32627,480111,1,2,2,2,0,0,0,0000000,0
32628,480112,1,1,2,2,0,0,0,0000000,0
32629,480113,1,1,1,1,0,0,0,0000000,0
32630,480114,1,2,2,2,0,0,0,0000000,0
32631,480115,1,2,2,2,0,0,0,0000000,0
32632,480116,3,4,2,2,0,0,0,0000000,0
32633,480117,1,1,1,1,0,0,0,0000000,0
32634,480118,1,3,3,3,0,0,0,0000000,0
32635,480119,1,2,1,1,0,0,0,0000000,0
32636,480120,1,2,1,1,1,1,0,0000000,0
32637,480121,1,3,3,3,0,0,0,0000000,0
32638,480122,1,1,1,1,1,1,0,0000000,0
32639,480123,1,1,1,1,0,0,0,0000000,0
32640,480124,1,1,1,1,1,1,0,0000000,0
32641,480125,1,15,10,10,0,0,0,0000000,0
32642,480126,1,1,1,1,0,0,0,0000000,0
32643,480127,1,1,1,1,0,0,0,0000000,0
32644,480128,1,2,2,2,0,0,0,0000000,0
32645,480129,1,1,1,1,0,0,0,0000000,0
32646,480130,1,1,1,1,0,0,0,0000000,0
32647,480131,1,3,3,3,0,0,0,0000000,0
32648,480132,1,2,1,1,0,0,0,0000000,0
32649,480133,2,4,2,2,0,0,0,0000000,0
32650,480134,1,5,1,1,1,1,0,0000000,0
32651,480135,1,1,1,1,0,0,0,0000000,0
32652,480136,1,2,2,2,0,0,0,0000000,0
32653,480137,1,4,2,2,0,0,0,0000000,1
32654,480138,2,2,2,2,0,0,0,0000000,0
32655,480139,1,3,2,2,0,0,0,0000000,0
32656,480140,1,2,2,2,0,0,0,0000000,0
32657,480141,1,1,1,1,0,0,0,0000000,0
32658,480142,1,1,1,1,1,1,0,0000000,0
32659,480143,1,2,2,2,0,0,0,0000000,0
32660,480144,1,2,1,1,1,1,0,0000000,0
32661,480145,1,3,2,2,3,3,0,0000000,0
32662,480146,1,2,2,2,0,0,0,0000000,0
32663,480147,1,4,2,2,0,0,0,0000000,0
32664,480148,1,2,1,1,0,0,0,0000000,0
32665,480149,1,4,3,3,0,0,0,0000000,0
32666,480150,1,3,3,3,0,0,0,0000000,0
32667,480151,1,2,2,2,0,0,0,0000000,0
32668,480152,1,1,1,1,0,0,0,0000000,0
32669,480153,1,1,1,1,1,1,0,0000000,0
32670,480154,3,3,1,1,0,0,0,0000000,0
32671,480155,1,5,2,2,0,0,0,0000000,0
32672,480156,1,1,1,1,1,1,0,0000000,0
32673,480157,2,5,2,2,1,1,0,0000000,0
32674,480158,1,2,2,2,0,0,0,0000000,0
32675,480159,2,2,1,1,0,0,0,0000000,0
32676,480160,1,1,1,1,2,2,0,0000000,0
32677,480161,2,4,2,2,0,0,0,0000000,0
32678,480162,1,1,1,1,0,0,0,0000000,0
32679,480163,1,2,1,1,0,0,0,0000000,0
32680,480164,1,5,3,3,0,0,0,0000000,0
32681,480165,1,1,1,1,0,0,0,0000000,0
32682,480167,1,3,2,2,0,0,0,0000000,0
32683,480168,1,3,2,2,0,0,0,0000000,0
32684,480169,1,4,3,3,0,0,0,0000000,0
32685,480170,1,1,1,1,0,0,0,0000000,0
32686,480171,3,6,3,3,0,0,0,0000000,0
32687,480172,1,1,1,1,0,0,0,0000000,0
32688,480173,1,1,1,1,0,0,0,0000000,0
32689,480174,1,2,2,2,0,0,1,0000000,0
32690,480175,1,1,1,1,1,1,0,0000000,0
32691,480176,1,1,1,1,0,0,0,0000000,0
32692,480177,1,1,1,1,0,0,0,0000000,0
32693,480178,1,1,1,1,0,0,0,0000000,0
32694,480179,1,2,1,1,1,1,0,0000000,0
32695,480180,1,4,2,2,0,0,0,0000000,0
32696,480181,1,2,2,2,0,0,0,0000000,0
32697,480182,1,1,1,1,1,1,0,0000000,0
32698,480183,2,3,2,2,0,0,0,0000000,0
32699,480184,1,1,1,1,0,0,0,447689W,0
32700,480185,1,3,2,2,0,0,0,0000000,0
32701,480186,1,2,2,2,0,0,0,0000000,0
32702,480187,1,1,1,1,0,0,0,0000000,0
32703,480188,1,1,1,1,0,0,0,0000000,0
32704,480189,1,4,3,3,0,0,0,0000000,0
32705,480190,1,1,1,1,1,1,0,0000000,0
32706,480191,1,1,1,1,0,0,0,0000000,0
32707,480192,1,1,1,1,0,0,0,0000000,0
32708,480193,1,1,1,1,0,0,0,0000000,0
32709,480194,1,2,2,2,0,0,0,0000000,1
32710,480195,1,2,2,2,0,0,0,0000000,0
32711,480196,1,2,1,1,1,1,0,0000000,0
32712,480197,1,1,1,1,1,1,0,0000000,0
32713,480198,2,4,1,1,0,0,0,0000000,0
32714,480199,1,2,2,2,0,0,0,0000000,0
32715,480200,1,5,2,2,0,0,0,0000000,0
32716,480201,1,2,2,2,1,1,0,0000000,0
32717,480202,1,6,2,2,0,0,0,0000000,0
32718,480203,1,1,1,1,0,0,0,330907Y,0
32719,480204,1,2,2,2,1,1,0,0000000,0
32720,480205,1,2,2,2,0,0,0,0000000,0
32721,480206,1,1,1,1,0,0,0,0000000,0
32722,480207,1,2,1,1,0,0,0,0000000,0
32723,480208,1,3,2,2,0,0,0,0000000,0
32724,480209,1,4,4,4,0,0,0,0000000,0
32725,480211,3,5,3,3,0,0,0,0000000,0
32726,480212,1,1,1,1,1,1,0,0000000,0
32727,480213,1,4,3,3,0,0,0,0000000,0
32728,480214,1,1,1,1,1,1,0,0000000,0
32729,480215,1,6,3,3,0,0,0,0000000,0
32730,480216,1,9,8,4,1,4,0,0000000,0
32731,480217,2,3,2,2,0,0,0,0000000,0
32732,480218,1,1,1,1,1,1,0,0000000,0
32733,480219,1,6,3,3,0,0,0,0000000,0
32734,480220,1,2,1,1,0,0,0,0000000,0
32735,480221,1,2,2,2,0,0,0,0000000,0
32736,480222,1,1,1,1,1,1,0,0000000,0
32737,480223,1,1,1,1,0,0,0,0000000,0
32738,480224,1,1,1,1,0,0,0,0000000,0
32739,480225,1,2,1,1,0,0,0,0000000,0
32740,480226,1,1,2,2,3,3,0,0000000,0
32741,480227,1,3,1,1,1,1,0,0000000,0
32742,480228,1,4,3,3,0,0,0,0000000,0
32743,480229,1,2,2,2,0,0,0,0000000,0
32744,480230,1,1,1,1,1,1,0,0000000,0
32745,480231,1,1,1,1,0,0,0,0000000,0
32746,480232,1,2,1,1,0,0,0,0000000,0
32747,480233,1,1,1,1,0,0,0,0000000,0
32748,480234,1,1,1,1,0,0,0,0000000,0
32749,480235,1,1,1,1,1,1,0,0000000,0
32750,480237,1,4,3,3,0,0,0,0000000,0
32751,480238,1,1,1,1,0,0,0,0000000,0
32752,480239,2,4,2,2,0,0,0,0000000,0
32753,480240,1,2,2,2,0,0,0,0000000,0
32754,480241,1,1,1,1,0,0,0,0000000,0
32755,480242,1,1,1,1,1,1,0,0000000,0
32756,480243,1,4,3,3,0,0,0,0000000,0
32757,480244,1,2,2,2,0,0,0,0000000,0
32758,480246,1,4,4,4,0,0,0,0000000,0
32759,480247,1,2,2,2,0,0,0,0000000,0
32760,480248,1,1,1,1,1,1,0,0000000,0
32761,480249,1,1,1,1,0,0,0,0000000,0
32762,480250,2,2,2,2,0,0,0,0000000,1
32763,480251,1,2,2,2,0,0,0,0000000,0
32764,480252,1,2,3,1,0,0,0,0000000,0
32765,480253,1,1,2,1,4,4,0,0000000,0
32766,480254,1,5,2,2,0,0,0,0000000,0
32767,480255,1,1,1,1,1,1,0,0000000,0
32768,480256,1,3,2,2,0,0,0,0000000,0
32769,480257,1,1,1,1,0,0,0,0000000,0
32770,480258,1,1,1,1,0,0,0,0000000,0
32771,480259,1,3,2,2,0,0,0,0000000,1
32772,480260,1,3,3,3,0,0,0,0000000,0
32773,480261,1,3,1,1,1,1,0,0000000,0
32774,480262,1,2,2,2,0,0,0,0000000,0
32775,480263,1,1,1,1,0,0,0,0000000,0
32776,480264,1,1,1,1,1,1,0,0000000,0
32777,480265,2,4,3,3,0,0,0,0000000,0
32778,480266,1,2,1,1,1,1,0,0000000,0
32779,480268,1,1,1,1,1,1,0,0000000,0
32780,480269,1,5,2,2,0,0,0,0000000,0
32781,480270,1,2,2,2,0,0,0,0000000,0
32782,480271,1,1,1,1,1,1,0,0000000,0
32783,480272,1,1,1,1,1,1,0,0000000,0
32784,480273,1,1,1,1,0,0,0,0000000,0
32785,480274,1,3,2,2,1,1,0,0000000,0
32786,480275,1,3,2,2,0,0,0,0000000,0
32787,480276,1,4,2,2,0,0,0,0000000,0
32788,480277,1,4,2,2,0,0,0,0000000,0
32789,480278,1,2,2,2,0,0,0,0000000,0
32790,480279,1,1,1,1,1,1,0,0000000,0
32791,480280,1,1,1,1,0,0,0,0000000,0
32792,480281,1,2,1,1,0,0,0,0000000,1
32793,480282,1,3,2,2,0,0,0,0000000,0
32794,480283,1,1,1,1,1,1,0,0000000,0
32795,480284,1,1,1,1,0,0,0,0000000,0
32796,480285,1,1,1,1,0,0,0,0000000,0
32797,480286,1,2,1,1,0,0,0,0000000,0
32798,480287,1,1,1,1,0,0,0,0000000,0
32799,480288,1,1,1,1,0,0,0,0000000,0
32800,480289,1,1,1,1,0,0,0,0000000,0
32801,480290,1,4,4,4,0,0,0,0000000,0
32802,480291,1,8,2,2,0,0,0,0000000,0
32803,480292,1,2,2,2,0,0,0,0000000,0
32804,480293,1,4,1,1,0,0,0,0000000,0
32805,480294,1,1,1,1,0,0,0,0000000,0
32806,480295,1,1,1,1,0,0,0,0000000,0
32807,480296,1,1,2,1,1,1,0,0000000,0
32808,480297,1,1,1,1,1,1,0,0000000,0
32809,480298,1,4,1,1,0,0,0,0000000,1
32810,480299,1,2,1,1,1,1,0,0000000,0
32811,480300,1,2,2,2,0,0,0,0000000,0
32812,480301,1,5,2,2,0,0,0,0000000,0
32813,480302,1,5,2,2,0,0,0,0000000,0
32814,480303,1,1,1,1,1,1,0,0000000,0
32815,480304,1,4,2,2,0,0,0,0000000,0
32816,480305,1,8,6,6,0,0,0,0000000,0
32817,480306,1,4,1,1,0,0,0,0000000,0
32818,480307,1,1,1,1,1,1,0,0000000,0
32819,480308,1,1,1,1,1,1,0,0000000,0
32820,480309,1,1,1,1,0,0,0,0000000,0
32821,480310,1,2,2,1,0,1,0,0000000,0
32822,480311,1,2,2,2,0,0,0,0000000,0
32823,480312,1,9,4,4,0,0,0,0000000,0
32824,480313,1,2,1,1,0,0,0,0000000,0
32825,480314,1,1,1,1,0,0,0,0000000,0
32826,480315,1,2,2,1,0,1,0,0000000,4
32827,480316,1,4,2,2,0,0,0,0000000,0
32828,480317,2,2,1,1,1,1,0,0000000,0
32829,480318,1,1,1,1,1,1,0,0000000,0
32830,480319,1,1,1,1,0,0,0,0000000,0
32831,480320,1,2,2,2,0,0,0,0000000,0
32832,480321,1,2,1,1,1,1,0,0000000,0
32833,480322,1,5,4,4,0,0,0,0000000,4
32834,480323,1,2,2,2,0,0,0,0000000,0
32835,480324,1,2,2,2,0,0,0,0000000,0
32836,480325,1,1,1,1,0,0,0,0000000,0
32837,480326,1,8,3,3,0,0,0,0000000,0
32838,480327,1,1,1,1,0,0,0,0000000,0
32839,480328,1,2,2,2,0,0,0,0000000,0
32840,480329,1,1,1,1,0,0,0,0000000,0
32841,480331,1,1,1,1,0,0,0,0000000,0
32842,480332,1,3,1,1,0,0,0,0000000,0
32843,480333,1,3,2,2,0,0,0,0000000,0
32844,480334,1,1,1,1,1,1,0,0000000,0
32845,480335,1,2,6,1,0,0,0,0000000,1
32846,480336,1,2,2,2,0,0,0,0000000,0
32847,480337,1,3,2,2,0,0,0,0000000,0
32848,480338,1,2,1,1,1,1,0,0000000,0
32849,480339,1,3,2,2,0,0,0,0000000,0
32850,480340,1,1,1,1,0,0,0,0000000,0
32851,480341,1,2,2,2,0,0,0,0000000,0
32852,480342,1,6,3,3,0,0,0,0000000,0
32853,480343,2,1,1,1,2,2,0,0000000,0
32854,480344,1,2,2,2,0,0,0,0000000,0
32855,480345,1,1,1,1,1,1,0,0000000,0
32856,480346,1,3,2,2,0,0,0,0000000,0
32857,480347,1,1,1,1,0,0,0,846154Y,0
32858,480348,1,2,2,2,0,0,0,0000000,0
32859,480349,1,1,1,1,0,0,0,0000000,0
32860,480350,1,2,2,2,0,0,0,0000000,1
32861,480351,1,1,1,1,0,0,0,0000000,0
32862,480352,1,1,1,1,0,0,0,0000000,0
32863,480353,1,3,2,2,0,0,0,0000000,0
32864,480354,1,1,1,1,0,0,0,0000000,0
32865,480355,1,1,1,1,0,0,0,0000000,0
32866,480356,1,7,2,2,0,0,0,0000000,0
32867,480357,1,1,1,1,1,1,0,0000000,0
32868,480358,1,1,1,1,1,1,0,0000000,0
32869,480359,1,1,1,1,0,0,0,0000000,0
32870,480360,1,2,2,2,0,0,0,0000000,0
32871,480361,1,2,2,2,0,0,0,0000000,0
32872,480362,1,3,1,1,0,0,0,0000000,0
32873,480363,1,3,3,3,0,0,0,0000000,0
32874,480365,1,1,1,1,1,1,0,0000000,0
32875,480366,1,2,2,2,0,0,0,0000000,0
32876,480367,1,2,1,1,0,0,0,0000000,0
32877,480368,1,6,2,2,0,0,0,0000000,0
32878,480369,1,1,1,1,1,1,0,0000000,0
32879,480370,1,1,1,1,0,0,0,0000000,0
32880,480371,1,4,2,2,0,0,0,0000000,0
32881,480372,1,3,2,2,0,0,0,0000000,1
32882,480373,1,4,3,3,0,0,0,0000000,1
32883,480374,1,2,2,2,0,0,0,0000000,1
32884,480375,1,5,4,4,0,0,0,0000000,1
32885,480376,1,2,2,2,1,1,0,0000000,0
32886,480377,1,1,1,1,0,0,0,0000000,0
32887,480378,1,3,1,1,0,0,0,0000000,0
32888,480379,1,7,4,4,0,0,0,0000000,0
32889,480380,1,1,1,1,1,1,0,0000000,0
32890,480381,1,1,1,1,0,0,0,0000000,0
32891,480382,2,2,2,2,0,0,0,0000000,0
32892,480383,1,1,1,1,0,0,0,0000000,0
32893,480384,1,4,3,3,0,0,0,0000000,0
32894,480385,1,1,1,1,0,0,0,0000000,0
32895,480386,1,2,1,1,1,1,0,0000000,0
32896,480387,1,1,1,1,0,0,0,0000000,0
32897,480388,1,2,2,2,1,1,0,0000000,0
32898,480389,1,1,1,1,0,0,0,0000000,0
32899,480390,1,3,2,2,0,0,0,0000000,0
32900,480391,1,1,1,1,0,0,0,0000000,0
32901,480392,1,2,1,1,0,0,0,0000000,0
32902,480393,1,1,1,1,1,1,0,0000000,0
